image_path,label_path
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (131).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (131).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (132).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (132).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (133).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (133).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (134).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (134).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (135).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (135).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (136).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (136).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (137).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (137).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (138).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (138).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (139).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (139).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (140).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (140).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (141).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (141).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (142).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (142).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (143).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (143).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (144).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (144).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (145).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (145).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (146).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (146).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (147).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (147).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (148).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (148).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (149).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (149).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (150).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (150).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (151).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (151).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (152).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (152).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (153).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (153).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (154).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (154).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (155).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (155).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (156).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (156).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (157).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (157).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (158).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (158).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (159).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (159).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (160).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (160).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (161).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (161).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (162).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (162).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (163).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (163).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (164).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (164).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (165).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (165).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (166).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (166).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (167).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (167).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (168).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (168).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (169).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (169).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (17).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (17).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (170).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (170).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (171).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (171).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (172).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (172).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (173).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (173).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (174).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (174).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (175).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (175).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (176).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (176).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (177).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (177).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (178).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (178).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (179).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (179).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (180).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (180).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (181).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (181).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (182).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (182).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (183).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (183).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (184).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (184).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (185).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (185).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (186).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (186).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (187).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (187).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (188).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (188).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (189).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (189).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (190).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (190).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (191).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (191).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (192).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (192).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (193).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (193).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (194).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (194).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (195).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (195).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (196).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (196).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (197).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (197).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (198).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (198).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (199).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (199).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (20).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (20).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (200).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (200).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (201).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (201).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (202).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (202).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (203).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (203).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (204).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (204).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (205).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (205).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (206).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (206).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (207).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (207).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (208).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (208).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (209).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (209).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (210).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (210).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (211).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (211).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (212).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (212).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (213).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (213).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (214).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (214).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (215).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (215).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (216).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (216).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (217).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (217).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (218).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (218).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (219).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (219).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (220).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (220).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (221).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (221).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (222).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (222).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (223).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (223).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (224).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (224).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (225).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (225).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (226).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (226).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (227).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (227).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (228).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (228).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (229).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (229).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (230).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (230).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (231).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (231).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (232).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (232).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (233).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (233).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (234).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (234).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (235).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (235).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (236).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (236).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (237).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (237).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (238).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (238).txt
